week_date,actual,in_sample,oos_val,is_live,pred_persistence,pred_hgb,pred_rf,pred_gbm,pred_elasticnet,pred_ridge,pred_ensemble
2000-04-24,1.386,1,0,0,1.406,1.4050717800075132,1.4151687503734982,1.4087438518137598,1.578950709513346,1.41294211120643,1.4353159954799615
2000-05-01,1.427,1,0,0,1.386,1.421189908890964,1.4293504093029223,1.4125510416493503,1.5621907669101185,1.3935191254381247,1.4340601513643905
2000-05-08,1.466,1,0,0,1.427,1.4556019270542,1.4489323961584974,1.4412249243190476,1.5715850553170463,1.4498964691824188,1.4671688529198064
2000-05-15,1.494,1,0,0,1.466,1.5017307942361178,1.4841802669338169,1.4980181740775984,1.5953945105838299,1.5219284080251847,1.5178080951367419
2000-05-22,1.509,1,0,0,1.494,1.5148218043579886,1.5077199472482932,1.509808934483824,1.6217943603046756,1.5272349580311824,1.531932423828441
2000-05-29,1.535,1,0,0,1.509,1.5243626510800974,1.5215970600763344,1.5183840643335453,1.6427597071343663,1.5334635815163524,1.5426622067141453
2000-06-05,1.607,1,0,0,1.535,1.5690591614492637,1.573558978559807,1.5642452219130123,1.6634642357856428,1.5473620778156563,1.576945152780985
2000-06-12,1.664,1,0,0,1.607,1.6292220628608287,1.6190621117079131,1.6247921173015036,1.7041403035095548,1.5923858325451294,1.6283698057195142
2000-06-19,1.641,1,0,0,1.664,1.6556578812396043,1.6252416684398674,1.6582139968065124,1.7510291526312276,1.643228555174525,1.6632022275736782
2000-06-26,1.606,1,0,0,1.641,1.6195834192776226,1.6143432085730405,1.629949385724882,1.7670148880001082,1.6214117008653552,1.6438253794018642
2000-07-03,1.571,1,0,0,1.606,1.5852522173615642,1.5830820420722351,1.589453283277101,1.7578188916508344,1.5677106331384705,1.6071340465389872
2000-07-10,1.521,1,0,0,1.571,1.5172251923110973,1.5290859627111797,1.5234586106356018,1.7338487277335013,1.5149893382820725,1.5520434506791472
2000-07-17,1.499,1,0,0,1.521,1.4833895325284656,1.4942059009105584,1.4886558511235468,1.6977312535022357,1.4612978651449522,1.512298135765215
2000-07-24,1.447,1,0,0,1.499,1.461439991627627,1.4619983997389987,1.4764307675152029,1.669037463290164,1.4660576716819655,1.4972591012323537
2000-07-31,1.437,1,0,0,1.447,1.4327950784853662,1.4479692010763785,1.4354357012306649,1.6327192124204766,1.4113984174591725,1.4596949060797053
2000-08-07,1.42,1,0,0,1.437,1.4339250165160295,1.4398482700619795,1.4376146733633304,1.6096035456437257,1.444044565114864,1.4644762135425569
2000-08-14,1.444,1,0,0,1.42,1.448855524275767,1.447312675618985,1.4481998567065761,1.5915937720560076,1.4263513816496365,1.4639234662275766
2000-08-21,1.456,1,0,0,1.444,1.4546971674993865,1.4569191030538764,1.4487899831487348,1.593370926050062,1.452477017391314,1.4737399191093108
2000-08-28,1.502,1,0,0,1.456,1.4883527181334193,1.4848144461742327,1.4776233118624031,1.6017467413980089,1.4774007212696503,1.4994317041811573
2000-09-04,1.535,1,0,0,1.502,1.515649525815116,1.508508778327998,1.514174860670032,1.5737524842745025,1.484354842434193,1.5148332060722236
2000-09-11,1.539,1,0,0,1.535,1.5381394575954146,1.531608975679327,1.5448443814154722,1.603240380208936,1.5407508834183303,1.5492554358345096
2000-09-18,1.525,1,0,0,1.539,1.530939941376492,1.529014950635278,1.5412807726975832,1.6231824506777257,1.5571629424022506,1.5537642730373913
